"009-1:  The End of the Beginning",1,1,28,878
"1,000 Times Good Night",1,1,18
"1000 to 1: The Cory Weissman Story",1,1,18
"100 Bloody Acres",1,1,35,27
"10.0 Earthquake",1,1,18,12,28
"101 Dalmatians",1,1,10751,35
"10 Questions for the Dalai Lama",1,1,99
"10 Rules for Sleeping Around",1,1,35,10749
"11 Blocks",1,1,28
"12/12/12",1,1,27
"12 Days of Terror",1,1,18,27,10770
"13 Assassins",1,1,12,18,28
"13 Going on 30",1,1,35,14,10749
"14 Blades",1,1,18,28,53
"16 Blocks",1,1,28,12,80,53
"16-Love",1,1,35,18,10749,10751
"180° South",1,1,35,99,18
"1971",1,1,99,36
"1 Chance 2 Dance",1,1,18
"2000 A.D.",1,1,28,53
"2001: A Space Odyssey",1,1,878,9648,12
"21 Days Under the Sky",1,1,99
"23:59",1,1,27
"23 Blast",1,1,18
"24 Days",1,1,99
"24 Exposures",1,1,18,80,53
"2 Days in New York",1,1,35,18,10749
"2 Fast 2 Furious",1,1,28,80,53
"2 Jacks",1,1,35,18
"30 for 30",1,52,99
"36 Saints",1,1,53
"3-Headed Shark Attack",1,1,878,28,27
"3rd Rock from the Sun",6,27,35,18,10751,10765
"3rd World Cops",1,1,28,35
"3rd World Cops 2",1,1,28,35
"3 Women",1,1,18,9648
"4:44: Last Day on Earth",1,1,18,878
"4Got10",1,1,28
"4 Minute Mile",1,1,18
"50 Feet from Syria",1,1
"52 Tuesdays",1,1,18
"54",1,1,18,10402
"666 Park Avenue",1,13,10765,18,9648
"6 Guns",1,1,28,53,37
"6 Years",1,1,10749,18
"72 Dangerous Animals: Australia",1,12,99
"8:46",1,1,35
"90210",5,24,18
"9 Muses of Star Empire",1,1,99
"9 Seconds - Eternal Time",1,7,18
"A 2nd Chance",1,1,80,18
"A Ballerina's Tale",1,1,99
"Abandoned Mine",1,1,12,27,9648,53
"ABCs of Death 2",1,1,27
"A Borrowed Identity",1,1,18
"A Bottle in the Gaza Sea",1,1,18
"About a Boy",3,21,18,35,10749
"About Adam",1,1,35,10749,18
"About Cherry",1,1,18
"About Elly",1,1,18
"Above and Beyond",1,1,10752,99,12,36
"A Brony Tale",1,1,99
"Absolution",1,1,53,28,12,80
"A Case of You",1,1,35,10749
"A Cat in Paris",1,1,16,35
"Ace of Cakes Collection",1,20
"Ace Wonder",1,1,12,10751,9648
"A Clockwork Orange",1,1,878,18
"A Coffee in Berlin",1,1,18,35
"A Company Man",1,1,18,28
"A Cool, Dry Place",1,1,18,10749
"Across the Universe",1,1,18,10749,14
"Act Like You Love Me",1,1,35,10749
"A Dangerous Woman",1,1,18
"Addams Family Values",1,1,35,10751,14
"Addicted to Sexting",1,1,99
"A Different World",6,25,35
"Adore",1,1,18
"A Drummer's Dream",1,1,10402,99
"Adult Beginners",1,1,18,35
"Adult World",1,1,35
"Advantageous",1,1,878,18
"Adventureland",1,1,35
"Adventures in Lalaloopsy Land",1,1,16,10751
"Adventures of Pepper and Paula",1,1,10751
"AE: Apocalypse Earth",1,1,10770,878
"Æon Flux",1,1,28,878,53
"A Faster Horse",1,1,99
"A Few Best Men",1,1,35
"A Fighting Chance",1,1,28,12,18,10751
"A Fine Step",1,1,18
"A Five Star Life",1,1,18,10749
"African Americans: Many Rivers to Cross",1,6,99
"Africas Deadliest",1,3,99
"After",1,1,10749,18,35
"After Porn Ends",1,1,99
"After the Ball",1,1,35
"After the Dark",1,1,18,14,878,53
"After the Wedding",1,1,18
"A Gang Story",1,1,99
"Agatha Christie's Poirot",13,11,80,18,9648
"Agency of Vengeance: Dark Rising",1,1,28,35,14,878
"Agent F.O.X.",1,1,16
"Age of Dinosaurs",1,1,28,878
"Age of Ice",1,1,12,878
"Age of Uprising: The Legend of Michael Kohlhaas",1,1,18,36
"A Girl Walks Home Alone at Night",1,1,27,10749
"A Good Man",1,1,28
"A Hard Day",1,1,10402,35
"A Haunted House 2",1,1,35,27
"A Haunting at Silver Falls",1,1,27,53
"A Hijacking",1,1,53,18
"Aileen: Life and Death of a Serial Killer",1,1,99
"Ain't in It for My Health: A Film About Levon Helm",1,1,99,10402
"Ain't Them Bodies Saints",1,1,80,18,10749,37
"Air Buddies",1,1,12,35,10751
"Air Bud: Seventh Inning Fetch",1,1,35,18,10751
"Air Bud: Spikes Back",1,1,35,10751
"Air Bud: World Pup",1,1,35,18,10751
"Air Disasters",1,11,10759,9648
"Airplane vs. Volcano",1,1,28
"Ai Weiwei: Never Sorry",1,1,99
"AJIN: Demi-Human",1,13,28,27,9648
"Akmal: Life of Akmal",1,1,35
"A Late Quartet",1,1,10402,18
"Aldnoah.Zero",2,12,16,10759,10765
"A League of Their Own",1,1,35,18,10751
"Alexander: The Ultimate Cut",1,1,10752,36,28,12,18,10749
"Alfred Hitchcock Presents",1,39,9648,18
"Alias",5,22,18,80
"Alice",1,1,16,10751,14,12
"Alien Abduction",1,1,27,878,53
"Alien Outpost",1,1,53,28,878
"Alien Visitor",1,1,18,878
"A Life Less Ordinary",1,1,14,35,10749
"Ali G Indahouse",1,1,35
"Alistair MacLean’s Air Force One Is Down",1,2,10759
"Alive",1,1,27,53
"Alive Inside: A Story of Music & Memory",1,1,99
"All About E",1,1,10749,35,18
"All American Christmas Carol",1,1,35
"All Cheerleaders Die",1,1,27,53,35
"All Good Things",1,1,18,9648,53,80,10749
"All Hail King Julien",2,16,10751,16,35,10762
"Allies",1,1,28,10752
"All of Mine",1,1,18,10749,10751
"All Stars",1,1,35
"All That Glitters",1,1,10770,18
"All the Light in the Sky",1,1,18
"All Things Fall Apart",1,1,18
"All This Mayhem",1,1,99
"All Work All Play",1,1,99
"All Yours",1,1,35,18,10749,10770
"Almost Human",1,1,18,80,10765,10759
"Almost Mercy",1,1,27
"A Lonely Place to Die",1,1,12,28,53,80
"Along Came a Spider",1,1,80,9648,53,28
"Along Came Polly",1,1,35,10749
"A Long Way Down",1,1,35,18
"A Long Way Off",1,1,18,10749,10751
"Alpha and Omega 2: A Howl-iday Adventure",1,1,16,12,35
"Alpha and Omega 3: The Great Wolf Games",1,1,12,16,35,10751
"Alpha and Omega: Family Vacation",1,1,10751,16
"Alpha and Omega: The Legend of the Saw Tooth Cave",1,1,10751,16,35,12
"Alpha House",1,1,35
"Alphas",2,13,10765,18,10759
"Alvin and the Chipmunks Meet Frankenstein",1,1,16,35
"Alvin and the Chipmunks Meet the Wolfman",1,1,16,10751,14,10402,27,35
"Amadeus",1,1,10402,18,36
"Amal",1,1,35,10749,18
"A Man Called God",1,24
"A Man Called Peter",1,1,18,10751
"Amar",1,1,10766,18
"A Marine Story",1,1,18
"A Matador's Mistress",1,1,18,10749
"A Matter of Faith",1,1,18
"Amazon Jack ",1,1,16,35,10751
"Ambrosia",1,1,18
"Ambush at Dark Canyon",1,1,37
"Amelie",1,1,10751,12
"American Beauty",1,1,18
"American Dad!",9,23,16,35
"American Dreamz",1,1,35,18,10751
"American Experience: Butch Cassidy and the Sundance Kid",1,1,99
"American Experience: The Poisoner's Handbook",1,1,99
"American Genius",1,8,99
"American Girl: Grace Stirs up Success",1,1,10751
"American Heist",1,1,28
"American Horror Story",4,13,18,9648,10765
"American Mary",1,1,27,53
"American Milkshake",1,1,35
"American Muscle",1,1,28
"American Odyssey",1,13,18
"American Pie Presents: Beta House",1,1,35
"American Pie Presents: The Naked Mile",1,1,35
"American Son",1,1,18
"American Virgins",1,1,35
"America's Funniest Home Video Kids: Holidazed",1,5
"America's Funniest Home Videos Kids: Animals with Attitude",1,5
"America's Funniest Home Videos Kids: It's Tough Being a Kid",1,5
"America's Funniest Home Videos Kids: Nincompoop Nation",1,5
"America's Funniest Home Videos Kids: Playtime Ain't for Wimps",1,6
"America's Secret D-Day Disaster",1,1
"America's Test Kitchen",1,26
"A Midsummer Night's Dream",1,1,14,35,10749
"A Mile in His Shoes",1,1,18,10751
"Amistad",1,1,18,36,9648
"A Monster in Paris",1,1,12,16,35,10751,14
"A Month by the Lake",1,1,35,18,10749
"Amor de mis amores",1,1,35,10749
"Amorous",1,1,35
"Amor Xtremo",1,1
"An Act of War",1,1,9648,53
"An Affair to Remember",1,1,18,10749
"An American Ghost Story",1,1,27
"An American Girl: McKenna Shoots for the Stars",1,1,18,10751
"An American Girl: Saige Paints the Sky",1,1,10751,10770
"Anastasia",1,1,16,10751
"Anatomy of a Love Seen",1,1,18,10749
"Anchors Aweigh",1,1,35,14,10402,10749,10752
"Ancient Black Ops",1,10,99
"Ancient Extraterrestrials: Aliens & UFOs Before the Dawn of Time",1,1,99
"Andaz Apna Apna",1,1,35,10749,10751
"And So It Goes",1,1,35,18,10749
"And They Call it Summer",1,1,18
"A Necessary Death",1,1,99,18
"An Extremely Goofy Movie",1,1,16,10751,35
"Angel Heart",1,1,27,9648
"Angelina Ballerina: Ballerina Princess",1,1,16
"Angelina Ballerina: Ballet Dreams",1,1
"Angelina Ballerina: Love to Dance",1,1,16,10751
"Angelina Ballerina: The Nutcracker Sweet",1,1
"Angelina Ballerina: The Silver Locket",1,1
"Angelina's Next Steps",1,1
"Angelo Rules",1,26
"Angel",5,22,10765,18
"Angels of Sex",1,1,10749,18
"Anger Management",1,1,35
"Angry Birds Toons",1,7,16,10751,35
"Anguish",1,1,27
"An Honest Liar",1,1,36,35,99
"An Ideal Husband",1,1,18,35,10749
"An Idiot Abroad",3,8,35,99
"A Night at the Roxbury",1,1,35,10402,10749
"A Night in Old Mexico",1,1,18
"A Nightmare on Elm Street 2: Freddy's Revenge",1,1,27
"A Night with the Stars: The Science of Doctor Who",1,1,99
"animal",1,1,35,16,12
"Animal 123's",1,1
"Animal Atlas: Pet Party",1,1,99
"Animal Fight Night",1,3,99
"Animal House",1,13,35
"Animal Mechanicals",1,20,16
"Animals Gone Wild",1,6
"Animals United",1,1,16,10751,35
"Animaniacs",4,41,16,35,10751
